dates     glaicer snow_cover sd t2m tp sden z sdor lsm pt
19980912: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19980913: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19980914: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19980915: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19980916: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19980917: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19980918: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19980919: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19980920: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19980921: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19980922: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19980923: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19980924: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19980925: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19980926: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19980927: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19980928: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19980929: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19980930: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19981001: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19981002: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19981003: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19981004: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19981005: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19981006: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19981007: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19981008: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19981009: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19981010: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19981011: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19981012: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19981013: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19981014: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19981015: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19981016: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19981017: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19981018: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19981019: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19981020: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19981021: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19981022: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19981023: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19981024: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19981025: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19981026: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19981027: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19981028: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19981029: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19981030: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19981031: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19981101: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19981102: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19981103: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19981104: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19981105: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19981106: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19981107: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19981108: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19981109: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19981110: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19981111: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19981112: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19981113: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19981114: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19981115: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19981116: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19981117: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19981118: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19981119: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19981120: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19981121: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19981122: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19981123: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19981124: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19981125: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19981126: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19981127: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19981128: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19981129: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19981130: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19981201: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19981202: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19981203: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19981204: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19981205: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19981206: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19981207: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19981208: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19981209: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19981210: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19981211: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19981212: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19981213: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19981214: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19981215: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19981216: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19981217: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19981218: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19981219: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19981220: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19981221: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19981222: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19981223: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19981224: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19981225: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19981226: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19981227: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19981228: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19981229: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19981230: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19981231: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990101: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990102: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990103: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990104: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990105: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990106: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990107: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990108: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990109: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990110: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990111: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990112: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990113: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990114: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990115: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990116: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990117: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990118: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990119: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990120: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990121: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990122: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990123: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990124: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990125: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990126: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990127: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990128: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990129: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990130: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990131: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990201: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990202: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990203: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990204: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990205: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990206: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990207: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990208: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990209: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990210: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990211: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990212: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990213: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990214: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990215: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990216: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990217: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990218: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990219: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990220: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990221: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990222: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990223: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990224: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990225: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990226: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990227: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990228: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990301: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990302: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990303: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990304: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990305: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990306: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990307: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990308: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990309: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990310: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990311: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990312: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990313: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990314: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990315: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990316: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990317: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990318: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990319: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990320: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990321: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990322: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990323: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990324: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990325: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990326: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990327: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990328: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990329: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990330: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990331: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990401: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990402: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990403: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990404: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990405: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990406: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990407: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990408: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990409: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990410: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990411: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990412: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990413: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990414: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990415: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990416: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990417: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990418: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990419: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990420: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990421: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990422: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990423: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990424: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990425: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990426: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990427: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990428: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990429: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990430: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990501: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990502: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990503: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990504: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990505: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990506: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990507: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990508: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990509: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990510: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990511: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990512: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19990513: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
